title,studio,domestic_gross_bom,foreign_gross,year,id,release_date,movie,production_budget,domestic_gross_tn,worldwide_gross
The King's Speech (PG-13),Wein.,3300000.0,,2011,,,,,,
Machine Gun Preacher,Rela.,539000.0,2800000.0,2011,99.0,"Sep 23, 2011",Machine Gun Preacher,30000000.0,538690.0,3721988.0
The Last Circus,Magn.,40500.0,3200000.0,2011,,,,,,
From Prada to Nada,LGF,3000000.0,123000.0,2011,,,,,,
Flypaper,IFC,5000.0,3100000.0,2011,,,,,,
Zindagi Na Milegi Dobara,Eros,3100000.0,,2011,,,,,,
Take Shelter,SPC,1700000.0,1400000.0,2011,9.0,"Sep 30, 2011",Take Shelter,4750000.0,1728953.0,4972016.0
The Greatest Miracle,KKM,555000.0,2500000.0,2011,,,,,,
Rapt,Lorb.,45800.0,2900000.0,2011,,,,,,
Pastorela,LGF,161000.0,2700000.0,2011,,,,,,
The Double Hour,Gold.,1500000.0,1200000.0,2011,,,,,,
Everything Must Go,RAtt.,2700000.0,108879.0,2011,50.0,"May 13, 2011",Everything Must Go,5000000.0,2712131.0,2821010.0
3 (2011),Strand,60000.0,2600000.0,2011,,,,,,
Oranges and Sunshine,Cohen,143000.0,2400000.0,2011,,,,,,
Ong Bak 3,Magn.,14900.0,2300000.0,2011,,,,,,
Poetry,Kino,356000.0,1900000.0,2011,,,,,,
The Tree,Zeit.,71200.0,2100000.0,2011,,,,,,
"The Butcher, the Chef and the Swordsman",CL,47900.0,2000000.0,2011,,,,,,
The Trip (2011),IFC,2000000.0,,2011,,,,,,
Armadillo,Lorb.,14600.0,2000000.0,2011,,,,,,
Bodyguard,Relbig.,1800000.0,,2011,,,,,,
Brighton Rock,IFC,230000.0,1600000.0,2011,11.0,"Aug 26, 2011",Brighton Rock,11000000.0,229653.0,229653.0
A Somewhat Gentle Man,Strand,37700.0,1800000.0,2011,,,,,,
The Topp Twins: Untouchable Girls,Argo.,29300.0,1800000.0,2011,,,,,,
Another Earth,FoxS,1300000.0,456000.0,2011,48.0,"Jul 22, 2011",Another Earth,175000.0,1321194.0,2102779.0
A Better Life,Sum.,1800000.0,124999.0,2011,84.0,"Jun 24, 2011",A Better Life,10000000.0,1759252.0,1884251.0
Chalet Girl,IFC,1700.0,1700000.0,2011,,,,,,
Yamla Pagla Deewana,Eros,993000.0,600000.0,2011,,,,,,
Bill Cunningham New York,Zeit.,1500000.0,,2011,,,,,,
The Art of Getting By,FoxS,1400000.0,558794.0,2011,20.0,"Jun 17, 2011",The Art of Getting By,4000000.0,1430241.0,1989035.0
The Devil's Double,LGF,1400000.0,4604134.0,2011,23.0,"Jul 29, 2011",The Devil's Double,19100000.0,1361512.0,5965646.0
Uncle Boonmee Who Can Recall His Past Lives,Strand,184000.0,946000.0,2011,,,,,,
The Whistleblower,Gold.,1100000.0,,2011,,,,,,
Red State,SMod,1100000.0,918167.0,2011,22.0,"Sep 23, 2011",Red State,4000000.0,1065429.0,1983596.0
London River,Libre,7200.0,1100000.0,2011,,,,,,
Desi Boyz,Eros,1100000.0,,2011,,,,,,
When We Leave (Die Fremde),Olive,19600.0,1100000.0,2011,,,,,,
There Be Dragons,Gold.,1100000.0,2951656.0,2011,21.0,"May 6, 2011",There Be Dragons,36000000.0,1069334.0,4020990.0
Vanishing on 7th Street,Magn.,22700.0,1000000.0,2011,,,,,,
Page One: A Year Inside the New York Times,Magn.,1100000.0,,2011,,,,,,
The Time That Remains,IFC,32900.0,1000000.0,2011,,,,,,
Rockstar (2011),Eros,987000.0,,2011,,,,,,
Meek's Cutoff,Osci.,978000.0,892156.0,2011,40.0,"Apr 8, 2011",Meek's Cutoff,2000000.0,977772.0,1869928.0
Texas Killing Fields,Anch.,45500.0,912000.0,2011,,,,,,
Ready,Eros,955000.0,,2011,,,,,,
Miral,Wein.,373000.0,527000.0,2011,,,,,,
Submarine,Wein.,468000.0,397000.0,2011,9.0,"Jun 3, 2011",Submarine,1900000.0,467602.0,4581937.0
Higher Ground,SPC,842000.0,1637.0,2011,25.0,"Aug 23, 2011",Higher Ground,1800000.0,841056.0,842693.0
Mozart's Sister,MBox,708000.0,132000.0,2011,,,,,,
Plastic Planet,FRun,3200.0,836000.0,2011,,,,,,
Chillar Party,UTV,6300.0,826000.0,2011,,,,,,
Mausam,Eros,728000.0,,2011,,,,,,
The First Grader,NGE,332000.0,382000.0,2011,,,,,,
Hobo With a Shotgun,Magn.,703000.0,131581.0,2011,33.0,"May 6, 2011",Hobo with a Shotgun,3000000.0,703372.0,834953.0
Tabloid,IFC,697000.0,,2011,,,,,,
Dhobi Ghat (Mumbai Diaries),UTV,577000.0,102000.0,2011,,,,,,
Aarakshan (Reservation),Relbig.,651000.0,,2011,,,,,,
POM Wonderful Presents: The Greatest Movie Ever Sold,SPC,638000.0,145257.0,2011,26.0,"Apr 22, 2011",POM Wonderful Presents: The Greatest Movie Ever Sold,1800000.0,638476.0,783733.0
No One Killed Jessica,UTV,441000.0,193000.0,2011,,,,,,
Korkoro,Lorb.,8200.0,619000.0,2011,,,,,,
Blackthorn,Magn.,201000.0,423000.0,2011,46.0,"Oct 7, 2011",Blackthorn,4500000.0,200558.0,1217307.0
How I Ended This Summer,FM,8700.0,614000.0,2011,,,,,,
The Ledge,IFC,9200.0,602000.0,2011,,,,,,
Heartbeats,IFC,68700.0,520000.0,2011,,,,,,
The Future,RAtt.,569000.0,670512.0,2011,62.0,"Jul 29, 2011",The Future,1000000.0,568662.0,1239174.0
Dum Maaro Dum,FoxS,564000.0,11068938.0,2011,46.0,"Apr 22, 2011",Dum Maaro Dum,5200000.0,564489.0,11633427.0
Double Dhamaal,Relbig.,544000.0,,2011,,,,,,
Kaboom,IFC,119000.0,421000.0,2011,,,,,,
Mere Brother Ki Dulhan,Yash,496000.0,,2011,,,,,,
Weekend (2011),IFC,485000.0,,2011,,,,,,
Protektor,FM,3000.0,469000.0,2011,,,,,,
Circumstance,RAtt.,454000.0,504857.0,2011,41.0,"Aug 26, 2011",Circumstance,900000.0,454121.0,958978.0
The Other Woman,IFC,25400.0,427000.0,2011,,,,,,
Project Nim,RAtt.,411000.0,,2011,,,,,,
Rage (Rabia),Strand,5600.0,403000.0,2011,,,,,,
The Human Resources Manager,FM,64000.0,329000.0,2011,,,,,,
Hesher,WHE,383000.0,0.0,2011,54.0,"May 13, 2011",Hesher,7000000.0,382946.0,382946.0
7 Khoon Maaf,UTV,270000.0,94700.0,2011,,,,,,
Another Happy Day,P4,8500.0,347000.0,2011,52.0,"Nov 18, 2011",Another Happy Day,4000000.0,9120.0,978527.0
Singham,Relbig.,351000.0,,2011,,,,,,
The Mill and the Cross,KC,312000.0,30300.0,2011,,,,,,
Super,IFC,328000.0,266217.0,2011,34.0,"Apr 1, 2011",Super,2500000.0,327716.0,593933.0
L'Amour Fou,IFC,312000.0,,2011,,,,,,
Being Elmo: A Puppeteer's Journey,SD,304000.0,,2011,,,,,,
In the Land of Blood and Honey,FD,304000.0,205316.0,2011,10.0,"Dec 23, 2011",In The Land of Blood and Honey,13000000.0,303877.0,509193.0
Special Treatment,FRun,8900.0,286000.0,2011,,,,,,
Illegal (2011),FM,700.0,289000.0,2011,,,,,,
The Interrupters,CGld,282000.0,,2011,,,,,,
Rascals,Eros,274000.0,,2011,,,,,,
The Black Power Mix Tape: 1967-1975,IFC,274000.0,,2011,,,,,,
Black Death,Magn.,22600.0,243000.0,2011,,,,,,
Le Quattro Volte,Lorb.,153000.0,103000.0,2011,,,,,,
Life in a Day,NGE,253000.0,,2011,,,,,,
Caterpillar,Lorb.,4200.0,248000.0,2011,,,,,,
Little Girl (La Pivellina),FRun,1400.0,236000.0,2011,,,,,,
El Bulli: Cooking in Progress,AM,237000.0,,2011,,,,,,
"If I Want to Whistle, I Whistle",FM,12100.0,220000.0,2011,,,,,,
Into the Abyss,IFC,224000.0,,2011,,,,,,
HappyThankYouMorePlease,Anch.,216000.0,,2011,,,,,,
The Robber,Kino,83500.0,125000.0,2011,,,,,,
Henry's Crime,MPFT,103000.0,102000.0,2011,,,,,,
A Good Old Fashioned Orgy,Gold.,200000.0,,2011,,,,,,
Film Socialisme,Lorb.,33000.0,159000.0,2011,,,,,,
Bol,Eros,189000.0,,2011,,,,,,
Leap Year (2011),Strand,13000.0,175000.0,2011,,,,,,
A Screaming Man,FM,9900.0,175000.0,2011,,,,,,
Jig,Scre.,184000.0,,2011,,,,,,
Nostalgia for the Light,Icar.,164000.0,13700.0,2011,,,,,,
Anchor Baby,AGF,15800.0,161000.0,2011,,,,,,
Bellflower,Osci.,168000.0,,2011,,,,,,
Restless (2011),SPC,163000.0,,2011,,,,,,
Road to Nowhere,Mont.,40300.0,121000.0,2011,,,,,,
Magic Trip,Magn.,155000.0,,2011,,,,,,
Eames: The Architect and the Painter,FRun,153000.0,,2011,,,,,,
Revenge of the Electric Car,A23,151000.0,,2011,,,,,,
The Human Centipede 2: Full Sequence,IFC,142000.0,,2011,,,,,,
Cold Weather,IFC,141000.0,,2011,,,,,,
Game (2011),Eros,140000.0,,2011,,,,,,
1911,Vari.,136000.0,,2011,,,,,,
"Life, Above All",SPC,134000.0,,2011,,,,,,
Tomboy (2011),Da.,130000.0,,2011,,,,,,
Octubre,NYer,32100.0,96700.0,2011,,,,,,
The Arbor,Strand,21600.0,105000.0,2011,,,,,,
Mysteries of Lisbon,MBox,111000.0,14900.0,2011,,,,,,
Vidal Sassoon: The Movie,P4,86000.0,38600.0,2011,,,,,,
Trust (2011),MNE,120000.0,,2011,,,,,,
Steve Jobs: The Lost Interview,Magn.,106000.0,,2011,,,,,,
Rubber,Magn.,100000.0,580544.0,2011,55.0,"Apr 1, 2011",Rubber,500000.0,100370.0,680914.0
The Man Who Fell to Earth (35th anniversary re-issue),Rialto,100000.0,,2011,,,,,,
Chalo Dilli,Eros,94300.0,,2011,,,,,,
The Whale,Pala.,81900.0,,2011,,,,,,
Beautiful Boy,Anch.,77200.0,,2011,,,,,,
Puncture,MNE,68900.0,,2011,,,,,,
A Beautiful Life,CL,66200.0,,2011,,,,,,
"Tuesday, After Christmas",Lorb.,27800.0,36200.0,2011,,,,,,
Viva Riva!,MBox,61800.0,,2011,,,,,,
Murder 2,Eros,59500.0,,2011,,,,,,
Dirty Girl,Wein.,55100.0,,2011,,,,,,
Battleship Potemkin (2011 re-issue),Kino,51200.0,,2011,,,,,,
Love U Mr. Kalakaar,Eros,48600.0,,2011,,,,,,
Margaret,FoxS,46500.0,576107.0,2011,27.0,"Sep 30, 2011",Margaret,14000000.0,47185.0,623292.0
"Happy, Happy",Magn.,45200.0,,2011,,,,,,
The Myth of the American Sleepover,IFC,41000.0,,2011,,,,,,
Hell and Back Again,DF,40600.0,,2011,,,,,,
Khodorkovsky,KL,39500.0,,2011,,,,,,
Sleeping Beauty (2011) (II),IFC,36600.0,,2011,,,,,,
My Kingdom (2011),CL,36500.0,,2011,,,,,,
Love in Space,CL,34800.0,,2011,,,,,,
Stake Land,IFC,33200.0,646237.0,2011,47.0,"Apr 22, 2011",Stake Land,4000000.0,33245.0,679482.0
Brotherhood (2011),P4,19700.0,12700.0,2011,,,,,,
The Son of No One,Anch.,30700.0,1117898.0,2011,51.0,"Nov 4, 2011",The Son of No One,15000000.0,30680.0,1148578.0
Muran,UTV,30100.0,,2011,,,,,,
The Sleeping Beauty,Strand,29100.0,,2011,,,,,,
Tyrannosaur,Strand,22300.0,,2011,,,,,,
Ceremony,Magn.,22300.0,,2011,,,,,,
I'm Glad My Mother is Alive,Strand,8700.0,13200.0,2011,,,,,,
Always Kabhi Kabhi,Eros,21400.0,,2011,,,,,,
Empire of Silver,NeoC,,19000.0,2011,,,,,,
5 Days of War,Anch.,17500.0,70314.0,2011,47.0,"Aug 19, 2011",5 Days of War,12000000.0,17479.0,87793.0
Aurora,CGld,5700.0,5100.0,2011,,,,,,
Magic to Win,CL,10700.0,,2011,,,,,,
Wrecked,IFC,8000.0,,2011,,,,,,
My Piece of the Pie,IFC,6900.0,,2011,,,,,,
I Melt With You,Magn.,6400.0,,2011,,,,,,
My Joy,KL,6300.0,,2011,,,,,,
To Die Like a Man,Strand,4000.0,900.0,2011,,,,,,
Blood Ties,ALP,2800.0,,2011,,,,,,
Knuckle,Vita.,2600.0,,2011,,,,,,
Main Street,Magn.,2600.0,,2011,,,,,,
"Love, Wedding, Marriage",IFC,1900.0,,2011,,,,,,
An Invisible Sign,IFC,1300.0,,2011,,,,,,
Marvel's The Avengers,BV,623400000.0,895500000.0,2012,,,,,,
Skyfall,Sony,304400000.0,804200000.0,2012,52.0,"Nov 8, 2012",Skyfall,200000000.0,304360277.0,1110526981.0
The Dark Knight Rises,WB,448100000.0,636800000.0,2012,11.0,"Jul 20, 2012",The Dark Knight Rises,275000000.0,448139099.0,1084439099.0
The Hobbit: An Unexpected Journey,WB (NL),303000000.0,718100000.0,2012,19.0,"Dec 14, 2012",The Hobbit: An Unexpected Journey,250000000.0,303003568.0,1017003568.0
Ice Age: Continental Drift,Fox,161300000.0,715900000.0,2012,14.0,"Jul 13, 2012",Ice Age: Continental Drift,95000000.0,161321843.0,879765137.0
The Twilight Saga: Breaking Dawn Part 2,LG/S,292300000.0,537400000.0,2012,25.0,"Nov 16, 2012","The Twilight Saga: Breaking Dawn, Part 2",136200000.0,292324737.0,829724737.0
The Amazing Spider-Man,Sony,262000000.0,495900000.0,2012,31.0,"Jul 3, 2012",The Amazing Spider-Man,220000000.0,262030663.0,757890267.0
Madagascar 3: Europe's Most Wanted,P/DW,216400000.0,530500000.0,2012,97.0,"Jun 8, 2012",Madagascar 3: Europe's Most Wanted,145000000.0,216391482.0,746921271.0
The Hunger Games,LGF,408000000.0,286400000.0,2012,38.0,"Mar 23, 2012",The Hunger Games,80000000.0,408010692.0,677923379.0
MIB 3,Sony,179000000.0,445000000.0,2012,,,,,,
Life of Pi,Fox,125000000.0,484000000.0,2012,88.0,"Nov 21, 2012",Life of Pi,120000000.0,124987022.0,620912003.0
Ted,Uni.,218800000.0,330600000.0,2012,84.0,"Jun 29, 2012",Ted,50000000.0,218665740.0,556016627.0
Brave,BV,237300000.0,303200000.0,2012,77.0,"Jun 22, 2012",Brave,185000000.0,237282182.0,554606532.0
Wreck-It Ralph,BV,189400000.0,281800000.0,2012,31.0,"Nov 2, 2012",Wreck-It Ralph,165000000.0,189412677.0,496511521.0
Les Miserables (2012),Uni.,148800000.0,293000000.0,2012,,,,,,
The Intouchables (U.S.-only),Wein.,10200000.0,416400000.0,2012,,,,,,
Django Unchained,Wein.,162800000.0,262600000.0,2012,69.0,"Dec 25, 2012",Django Unchained,100000000.0,162805434.0,449948323.0
Prometheus,Fox,126500000.0,276900000.0,2012,75.0,"Jun 8, 2012",Prometheus,125000000.0,126477084.0,402448265.0
Snow White and the Huntsman,Uni.,155300000.0,241300000.0,2012,19.0,"Jun 1, 2012",Snow White and the Huntsman,170000000.0,155136755.0,401021746.0
Taken 2,Fox,139900000.0,236300000.0,2012,54.0,"Oct 5, 2012",Taken 2,45000000.0,139854287.0,377807404.0
Hotel Transylvania,Sony,148300000.0,210100000.0,2012,96.0,"Sep 28, 2012",Hotel Transylvania,85000000.0,148313048.0,378505812.0
Dr. Seuss' The Lorax,Uni.,214000000.0,134800000.0,2012,,,,,,
Titanic 3D,Par.,57900000.0,285700000.0,2012,,,,,,
Journey 2: The Mysterious Island,WB (NL),103900000.0,231400000.0,2012,10.0,"Feb 10, 2012",Journey 2: The Mysterious Island,79000000.0,103860290.0,318146162.0
The Expendables 2,LGF,85000000.0,229900000.0,2012,81.0,"Aug 17, 2012",The Expendables 2,100000000.0,85028192.0,311979256.0
Rise of the Guardians,P/DW,103400000.0,203500000.0,2012,2.0,"Nov 21, 2012",Rise of the Guardians,145000000.0,103412758.0,306900902.0
Wrath of the Titans,WB,83700000.0,221600000.0,2012,87.0,"Mar 30, 2012",Wrath of the Titans,150000000.0,83670083.0,305270083.0
Battleship,Uni.,65400000.0,237600000.0,2012,32.0,"May 18, 2012",Battleship,220000000.0,65233400.0,313477717.0
John Carter,BV,73100000.0,211100000.0,2012,14.0,"Mar 9, 2012",John Carter,275000000.0,73058679.0,282778100.0
The Bourne Legacy,Uni.,113200000.0,162900000.0,2012,76.0,"Aug 10, 2012",The Bourne Legacy,125000000.0,113203870.0,280355920.0
Lincoln,BV,182200000.0,93100000.0,2012,73.0,"Nov 9, 2012",Lincoln,65000000.0,182207973.0,273346281.0
Dark Shadows,WB,79700000.0,165800000.0,2012,89.0,"May 11, 2012",Dark Shadows,150000000.0,79727149.0,238202668.0
Resident Evil: Retribution,SGem,42300000.0,197700000.0,2012,4.0,"Sep 14, 2012",Resident Evil: Retribution,65000000.0,42345531.0,240647629.0
Silver Linings Playbook,Wein.,132100000.0,104300000.0,2012,59.0,"Nov 16, 2012",Silver Linings Playbook,21000000.0,132092958.0,236412453.0
American Reunion,Uni.,57000000.0,178000000.0,2012,26.0,"Apr 6, 2012",American Reunion,50000000.0,56758835.0,236799211.0
Argo,WB,136000000.0,96300000.0,2012,27.0,"Oct 12, 2012",Argo,44500000.0,136025503.0,227140757.0
Jack Reacher,Par.,80100000.0,138300000.0,2012,68.0,"Dec 21, 2012",Jack Reacher,60000000.0,80070736.0,217370736.0
Safe House,Uni.,126400000.0,81700000.0,2012,99.0,"Feb 10, 2012",Safe House,85000000.0,126181630.0,208542162.0
21 Jump Street,Sony,138400000.0,63100000.0,2012,44.0,"Mar 16, 2012",21 Jump Street,42000000.0,138447667.0,202812429.0
Total Recall (2012),Sony,58900000.0,139600000.0,2012,,,,,,
The Vow,SGem,125000000.0,71100000.0,2012,42.0,"Feb 10, 2012",The Vow,30000000.0,125014030.0,197618160.0
Mirror Mirror,Rela.,64900000.0,118100000.0,2012,7.0,"Mar 30, 2012",Mirror Mirror,85000000.0,64935167.0,173613482.0
The Impossible,LG/S,19000000.0,161300000.0,2012,100.0,"Dec 21, 2012",The Impossible,40000000.0,19019882.0,169590606.0
The Dictator,Par.,59700000.0,119700000.0,2012,96.0,"May 16, 2012",The Dictator,65000000.0,59650222.0,180148897.0
Looper,TriS,66500000.0,110000000.0,2012,69.0,"Sep 28, 2012",Looper,30000000.0,66486205.0,170466405.0
Magic Mike,WB,113700000.0,53500000.0,2012,88.0,"Jun 29, 2012",Magic Mike,7000000.0,113721571.0,170549753.0
Flight,Par.,93800000.0,68000000.0,2012,23.0,"Nov 2, 2012",Flight,31000000.0,93772375.0,160558438.0
Underworld Awakening,SGem,62300000.0,97800000.0,2012,19.0,"Jan 20, 2012",Underworld: Awakening,70000000.0,62321039.0,160379930.0
This Means War,Fox,54800000.0,101700000.0,2012,98.0,"Feb 17, 2012",This Means War,65000000.0,54760791.0,156974557.0
The Secret World of Arrietty,BV,19200000.0,126400000.0,2012,,,,,,
Paranormal Activity 4,Par.,53900000.0,88900000.0,2012,59.0,"Oct 19, 2012",Paranormal Activity 4,5000000.0,53900335.0,142817992.0
Step Up Revolution,LG/S,35100000.0,105400000.0,2012,74.0,"Jul 27, 2012",Step Up Revolution,33000000.0,35074677.0,165552290.0
The Best Exotic Marigold Hotel,FoxS,46400000.0,90400000.0,2012,55.0,"May 4, 2012",The Best Exotic Marigold Hotel,10000000.0,46383639.0,134639780.0
Zero Dark Thirty,Sony,95700000.0,37100000.0,2012,66.0,"Dec 19, 2012",Zero Dark Thirty,52500000.0,95720716.0,134612435.0
Ghost Rider: Spirit of Vengeance,Sony,51800000.0,80800000.0,2012,73.0,"Feb 17, 2012",Ghost Rider: Spirit of Vengeance,57000000.0,51774002.0,149217355.0
Cloud Atlas,WB,27100000.0,103400000.0,2012,63.0,"Oct 26, 2012",Cloud Atlas,102000000.0,27108272.0,130673154.0
The Woman in Black,CBS,54300000.0,73400000.0,2012,18.0,"Feb 3, 2012",The Woman in Black,15000000.0,54333290.0,128955898.0
Chronicle (2012),Fox,64599999.0,62100000.0,2012,,,,,,
The Pirates! Band of Misfits,Sony,31100000.0,92000000.0,2012,34.0,"Apr 27, 2012",The Pirates! Band of Misfits,55000000.0,31051126.0,136143605.0
Parental Guidance,Fox,77300000.0,42500000.0,2012,79.0,"Dec 25, 2012",Parental Guidance,25000000.0,77267296.0,120832383.0
Abraham Lincoln: Vampire Hunter,Fox,37500000.0,79000000.0,2012,65.0,"Jun 22, 2012",Abraham Lincoln: Vampire Hunter,67500000.0,37519139.0,137489730.0
Pitch Perfect,Uni.,65000000.0,50300000.0,2012,75.0,"Sep 28, 2012",Pitch Perfect,17000000.0,65001093.0,116044347.0
Hope Springs,Sony,63500000.0,50700000.0,2012,75.0,"Aug 8, 2012",Hope Springs,30000000.0,63536011.0,133085295.0
ParaNorman,Focus,56000000.0,51100000.0,2012,89.0,"Aug 17, 2012",ParaNorman,60000000.0,56003051.0,108119662.0
The Campaign,WB,86900000.0,18000000.0,2012,18.0,"Aug 10, 2012",The Campaign,95000000.0,86907746.0,104907746.0
Let the Bullets Fly,Vari.,63000.0,104300000.0,2012,,,,,,
Star Wars: Episode I - The Phantom Menace (in 3D),Fox,43500000.0,59300000.0,2012,,,,,,
Project X,WB,54700000.0,48000000.0,2012,58.0,"Mar 2, 2012",Project X,12000000.0,54731865.0,103028188.0
The Devil Inside,Par.,53300000.0,48500000.0,2012,12.0,"Jan 6, 2012",The Devil Inside,1000000.0,53262945.0,101759490.0
The Lucky One,WB,60500000.0,38900000.0,2012,87.0,"Apr 20, 2012",The Lucky One,25000000.0,60457138.0,96633833.0
Contraband,Uni.,66500000.0,29700000.0,2012,85.0,"Jan 13, 2012",Contraband,25000000.0,66528000.0,98406855.0
Think Like a Man,SGem,91500000.0,4500000.0,2012,45.0,"Apr 20, 2012",Think Like a Man,12000000.0,91547205.0,113373764.0
This Is 40,Uni.,67500000.0,20500000.0,2012,45.0,"Dec 21, 2012",This is 40,35000000.0,67544505.0,90221182.0
The Inbetweeners Movie,WHE,36000.0,88000000.0,2012,,,,,,
The Possession,LGF,49100000.0,36300000.0,2012,81.0,"Aug 31, 2012",The Possession,14000000.0,49130588.0,82925064.0
What to Expect When You're Expecting,LGF,41200000.0,43200000.0,2012,86.0,"May 18, 2012",What to Expect When You're Expecting,37500000.0,41152203.0,88473016.0
The Thieves,WGUSA,686000.0,82800000.0,2012,,,,,,
Savages (2012),Uni.,47400000.0,35600000.0,2012,,,,,,
Frankenweenie,BV,35300000.0,46200000.0,2012,48.0,"Oct 5, 2012",Frankenweenie,39000000.0,35287788.0,81150788.0
Act of Valor,Rela.,70000000.0,11300000.0,2012,52.0,"Feb 24, 2012",Act of Valor,12000000.0,70012847.0,82497035.0
Masquerade (2012),CJ,923000.0,79800000.0,2012,,,,,,
Sinister,LG/S,48100000.0,29600000.0,2012,69.0,"Oct 12, 2012",Sinister,3000000.0,48086903.0,87727807.0
The Grey,ORF,51600000.0,25700000.0,2012,95.0,"Jan 27, 2012",The Grey,25000000.0,51580136.0,81249176.0
Diary of a Wimpy Kid: Dog Days,Fox,49000000.0,28100000.0,2012,17.0,"Aug 3, 2012",Diary of a Wimpy Kid: Dog Days,22000000.0,49008662.0,77229695.0
To Rome with Love,SPC,16700000.0,56600000.0,2012,58.0,"Jun 22, 2012",To Rome with Love,21500000.0,16684352.0,74326015.0
Here Comes the Boom,Sony,45300000.0,27800000.0,2012,52.0,"Oct 12, 2012",Here Comes the Boom,42000000.0,45290318.0,73239258.0
Finding Nemo (3D),BV,41100000.0,28200000.0,2012,,,,,,
Anna Karenina,Focus,12800000.0,56100000.0,2012,13.0,"Nov 16, 2012",Anna Karenina,49000000.0,12816367.0,71004627.0
The Watch,Fox,35400000.0,32900000.0,2012,27.0,"Jul 27, 2012",The Watch,55000000.0,34353000.0,67130045.0
Moonrise Kingdom,Focus,45500000.0,22800000.0,2012,33.0,"May 25, 2012",Moonrise Kingdom,16000000.0,45512466.0,68848446.0
Tyler Perry's Madea's Witness Protection,LGF,65700000.0,1200000.0,2012,14.0,"Jun 29, 2012",Tyler Perry's Madea's Witness Protection,20000000.0,65653242.0,66950887.0
The Cabin in the Woods,LGF,42100000.0,24400000.0,2012,11.0,"Apr 13, 2012",The Cabin in the Woods,30000000.0,42073277.0,70689968.0
Beauty and the Beast (3D),BV,47600000.0,14400000.0,2012,,,,,,
Rock of Ages,WB (NL),38500000.0,20900000.0,2012,29.0,"Jun 15, 2012",Rock of Ages,70000000.0,38518613.0,61031932.0
That's My Boy,Sony,36900000.0,20800000.0,2012,71.0,"Jun 15, 2012",That's My Boy,57500000.0,36931089.0,58085235.0
The Odd Life of Timothy Green,BV,51900000.0,4200000.0,2012,36.0,"Aug 15, 2012",The Odd Life of Timothy Green,40000000.0,51853450.0,55249159.0
The Three Stooges,Fox,44300000.0,10500000.0,2012,4.0,"Apr 13, 2012",The Three Stooges,30000000.0,44338224.0,54052249.0
The Five-Year Engagement,Uni.,28800000.0,25100000.0,2012,37.0,"Apr 27, 2012",The Five-Year Engagement,30000000.0,28700285.0,61623819.0
Lawless,Wein.,37400000.0,16300000.0,2012,38.0,"Aug 29, 2012",Lawless,26000000.0,37397291.0,54393687.0
Silent Hill: Revelation 3D,ORF,17500000.0,34800000.0,2012,5.0,"Oct 26, 2012",Silent Hill: Revelation 3D,20000000.0,17530219.0,55975672.0
Red Tails,Fox,49900000.0,489000.0,2012,61.0,"Jan 20, 2012",Red Tails,58000000.0,49876377.0,50365498.0
"Monsters, Inc. (3D)",BV,34000000.0,16200000.0,2012,,,,,,
Trouble with the Curve,WB,35800000.0,13200000.0,2012,18.0,"Sep 21, 2012",Trouble with the Curve,60000000.0,35763137.0,47818913.0
Little White Lies,MPI,206000.0,48300000.0,2012,,,,,,
End of Watch,ORF,41000000.0,7100000.0,2012,29.0,"Sep 21, 2012",End of Watch,15000000.0,41003371.0,57586606.0
Man on a Ledge,LG/S,18600000.0,27600000.0,2012,64.0,"Jan 27, 2012",Man on a Ledge,42000000.0,18620000.0,49621440.0
Red Dawn (2012),FD,44800000.0,,2012,,,,,,
House at the End of The Street,Rela.,31600000.0,12700000.0,2012,73.0,"Sep 21, 2012",House at the End of the Street,6900000.0,31611916.0,44103982.0
The Guilt Trip,Par.,37100000.0,4700000.0,2012,59.0,"Dec 19, 2012",The Guilt Trip,40000000.0,37134215.0,41294674.0
A Werewolf Boy,CJ,343000.0,41300000.0,2012,,,,,,
Safe (2012),LGF,17100000.0,23200000.0,2012,,,,,,
Killing Them Softly,Wein.,15000000.0,22900000.0,2012,82.0,"Nov 30, 2012",Killing Them Softly,15000000.0,14945541.0,39238443.0
Chernobyl Diaries,WB,18100000.0,19000000.0,2012,18.0,"May 25, 2012",Chernobyl Diaries,1000000.0,18119640.0,42411721.0
One For the Money,LGF,26400000.0,10500000.0,2012,59.0,"Jan 27, 2012",One for the Money,42000000.0,26414527.0,36197221.0
Dredd,LGF,13400000.0,22200000.0,2012,15.0,"Sep 21, 2012",Dredd,45000000.0,13414714.0,41467606.0
Tyler Perry's Good Deeds,LGF,35000000.0,553000.0,2012,86.0,"Feb 24, 2012",Tyler Perry's Good Deeds,14000000.0,35025791.0,35579177.0
Arbitrage,RAtt.,7900000.0,27600000.0,2012,9.0,"Sep 14, 2012",Arbitrage,12000000.0,7919574.0,35830713.0
Chimpanzee,BV,29000000.0,5900000.0,2012,,,,,,
Alex Cross,LG/S,25900000.0,8700000.0,2012,100.0,"Oct 19, 2012",Alex Cross,35000000.0,25888412.0,35426759.0
Salmon Fishing in the Yemen,CBS,9000000.0,25500000.0,2012,,,,,,
Fetih 1453: The Conquest of Constantinople,NeoC,35700.0,34400000.0,2012,,,,,,
Cirque Du Soleil: Worlds Away,Par.,12500000.0,21600000.0,2012,77.0,"Dec 21, 2012",Cirque du Soleil: Worlds Away,25000000.0,12512862.0,28012862.0
